MMS Id,Title,Num of Items (In Repository),Num of Loans (Not In House),Last Loan Date (calendar)
990054325900205516,Engineering mechanics [statics - dynamics],"1,0","23,0",2017-05-22
990054325900205516,Engineering mechanics [statics - dynamics],"0,0","17,0",2017-05-30
990054325900205516,Engineering mechanics [statics - dynamics],"1,0","8,0",2017-06-01
990054325900205516,Engineering mechanics [statics - dynamics],"1,0","9,0",2017-06-27
990054325900205516,Engineering mechanics [statics - dynamics],"1,0","21,0",2017-06-28
990054325900205516,Engineering mechanics [statics - dynamics],"1,0","33,0",2017-11-08
990054325900205516,Engineering mechanics [statics - dynamics],"0,0","16,0",2017-11-22
990054325900205516,Engineering mechanics [statics - dynamics],"1,0","21,0",2018-01-08
990054325900205516,Engineering mechanics [statics - dynamics],"1,0","32,0",2018-03-13
990054325900205516,Engineering mechanics [statics - dynamics],"0,0","12,0",2018-04-26
990054325900205516,Engineering mechanics [statics - dynamics],"1,0","13,0",2018-06-22
990054325900205516,Engineering mechanics [statics - dynamics],"1,0","24,0",2018-06-27
990054376960205516,Découvrir l'architecture = experiencing architecture,"1,0","0,0",
990054376960205516,Découvrir l'architecture = experiencing architecture,"1,0","14,0",2011-09-20
990054376960205516,Découvrir l'architecture = experiencing architecture,"1,0","11,0",2020-01-08
990054376960205516,Découvrir l'architecture = experiencing architecture,"1,0","16,0",2020-12-23
990054376960205516,Découvrir l'architecture = experiencing architecture,"1,0","26,0",2022-03-09
990054377080205516,Silence et lumière choix de conférences et d'entretiens 1955-1974,"1,0","24,0",2020-02-20
990054377080205516,Silence et lumière choix de conférences et d'entretiens 1955-1974,"1,0","26,0",2020-12-08
990054377080205516,Silence et lumière choix de conférences et d'entretiens 1955-1974,"1,0","18,0",2021-10-22
990054489560205516,The finite element method linear static and dynamic finite element analysis,"1,0","1,0",2009-10-15
990054489560205516,The finite element method linear static and dynamic finite element analysis,"1,0","27,0",2018-05-15
990054489560205516,The finite element method linear static and dynamic finite element analysis,"1,0","35,0",2021-02-22
990054489560205516,The finite element method linear static and dynamic finite element analysis,"1,0","41,0",2022-02-22
990054526690205516,"Electromécanique 2 (Section de génie électrique et électronique), Machines électriques (Section de génie mécanique)","1,0","0,0",2011-11-08
990054557730205516,Introduction to stochastic calculus applied to finance,"1,0","33,0",2021-10-06
990054570580205516,"Probabilités, analyse des données et statistique","1,0","0,0",2013-10-25
990054570580205516,"Probabilités, analyse des données et statistique","1,0","20,0",2019-07-04
990054570580205516,"Probabilités, analyse des données et statistique","1,0","18,0",2020-01-28
990054611450205516,Algèbre,"0,0","17,0",2020-02-07
990054620180205516,Biology,"1,0","0,0",2016-03-03
990054620180205516,Biology,"1,0","25,0",2017-12-07
990054620180205516,Biology,"1,0","24,0",2019-02-28
990054620180205516,Biology,"1,0","32,0",2021-08-24
990054635550205516,"Guide des sciences et technologies industrielles dessin industriel et graphes, matériaux, éléments de construction ou de machines, méthodes d'analyse et organisation d'entreprise, systèmes automatisés, automatisme et automatique, normalisation et schémas","1,0","35,0",2017-06-19
990054644170205516,Lectures on the ElectroWeak Interactions,"0,0","0,0",
990054644170205516,Lectures on the ElectroWeak Interactions,"0,0","0,0",2016-05-20
990054664690205516,Physique Kane/Sternheim exercices et problèmes résolus,"0,0","0,0",
990054664690205516,Physique Kane/Sternheim exercices et problèmes résolus,"1,0","61,0",2020-01-08
990054664690205516,Physique Kane/Sternheim exercices et problèmes résolus,"0,0","45,0",2020-01-15
990054664690205516,Physique Kane/Sternheim exercices et problèmes résolus,"1,0","28,0",2020-02-03
990054664690205516,Physique Kane/Sternheim exercices et problèmes résolus,"1,0","40,0",2021-12-07
990054680010205516,De la Révolution à nos jours,"1,0","10,0",2020-01-10
990054690920205516,Molecules and medicine,"0,0","5,0",2017-12-18
990054690920205516,Molecules and medicine,"0,0","8,0",2021-01-29
990054714700205516,Introduction à la statistique,"1,0","0,0",2022-03-09
990054743910205516,Conception et dessin,"1,0","0,0",2010-05-19
990054743910205516,Conception et dessin,"1,0","27,0",2019-12-16
990054743910205516,Conception et dessin,"1,0","25,0",2019-12-19
990054765310205516,A concrete introduction to higher algebra,"1,0","0,0",2009-01-21
990054765310205516,A concrete introduction to higher algebra,"1,0","1,0",2014-06-25
990054765310205516,A concrete introduction to higher algebra,"1,0","1,0",2014-09-29
990054765310205516,A concrete introduction to higher algebra,"1,0","9,0",2018-03-29
990054765310205516,A concrete introduction to higher algebra,"1,0","4,0",2018-07-16
990054765310205516,A concrete introduction to higher algebra,"1,0","1,0",2018-10-31
990054765310205516,A concrete introduction to higher algebra,"1,0","5,0",2018-12-17
990054765310205516,A concrete introduction to higher algebra,"1,0","9,0",2020-01-30
990054765310205516,A concrete introduction to higher algebra,"1,0","13,0",2020-10-01
990054765310205516,A concrete introduction to higher algebra,"1,0","8,0",2021-08-25
990054769820205516,Introduction à la science des matériaux,"1,0","25,0",2013-01-31
990054769820205516,Introduction à la science des matériaux,"1,0","30,0",2015-01-27
990054769820205516,Introduction à la science des matériaux,"1,0","36,0",2016-06-29
990054769820205516,Introduction à la science des matériaux,"1,0","3,0",2018-12-17
990054769820205516,Introduction à la science des matériaux,"1,0","29,0",2019-01-22
990054769820205516,Introduction à la science des matériaux,"1,0","1,0",2021-12-13
990054843900205516,Introduction to polymers,"1,0","0,0",2017-05-01
990054843900205516,Introduction to polymers,"1,0","13,0",2020-07-08
990054843900205516,Introduction to polymers,"1,0","14,0",2020-10-13
990054843900205516,Introduction to polymers,"1,0","8,0",2021-04-09
990054843900205516,Introduction to polymers,"1,0","5,0",2021-10-06
990054845800205516,Systèmes mécaniques théorie et dimensionnement,"1,0","0,0",
990054845800205516,Systèmes mécaniques théorie et dimensionnement,"1,0","4,0",2019-08-19
990054845800205516,Systèmes mécaniques théorie et dimensionnement,"1,0","12,0",2021-04-23
990054856250205516,Lehninger principles of biochemistry,"1,0","0,0",
990054856250205516,Lehninger principles of biochemistry,"0,0","34,0",2016-09-30
990054856250205516,Lehninger principles of biochemistry,"1,0","0,0",2016-11-11
990054856250205516,Lehninger principles of biochemistry,"0,0","34,0",2016-12-27
990054856250205516,Lehninger principles of biochemistry,"1,0","36,0",2017-01-31
990054856250205516,Lehninger principles of biochemistry,"1,0","0,0",2017-10-17
990054856250205516,Lehninger principles of biochemistry,"1,0","4,0",2020-07-08
990054871830205516,Les démarches foncières en Pays de Vaud guide à l'usage des communes et des entreprises AF,"1,0","0,0",2008-11-03
990054871830205516,Les démarches foncières en Pays de Vaud guide à l'usage des communes et des entreprises AF,"1,0","5,0",2013-01-11
990054871830205516,Les démarches foncières en Pays de Vaud guide à l'usage des communes et des entreprises AF,"1,0","9,0",2018-02-02
990055037980205516,Construire atlas des matériaux,"1,0","4,0",2018-01-03
990055037980205516,Construire atlas des matériaux,"1,0","21,0",2019-05-31
990055037980205516,Construire atlas des matériaux,"1,0","16,0",2019-06-03
990055037980205516,Construire atlas des matériaux,"1,0","25,0",2021-05-04
990055037980205516,Construire atlas des matériaux,"1,0","26,0",2021-05-07
990055049130205516,Graph theory,"1,0","13,0",2014-06-30
990055049130205516,Graph theory,"1,0","17,0",2017-04-13
990055049130205516,Graph theory,"1,0","0,0",2017-10-20
990055049130205516,Graph theory,"1,0","17,0",2021-09-24
990055049130205516,Graph theory,"1,0","15,0",2022-02-09
990055077230205516,Electricité et magnétisme,"2,0","67,0",2021-10-22
990055077230205516,Electricité et magnétisme,"1,0","62,0",2022-01-06
990055077230205516,Electricité et magnétisme,"1,0","64,0",2022-03-03
990055162020205516,"Snow and climate physical processes, surface energy exchange and modeling","1,0","0,0",
990055162020205516,"Snow and climate physical processes, surface energy exchange and modeling","1,0","12,0",2020-12-14
990055162020205516,"Snow and climate physical processes, surface energy exchange and modeling","1,0","38,0",2021-09-24
990055169970205516,Theoretical microfluidics,"1,0","0,0",2010-05-25
990055169970205516,Theoretical microfluidics,"1,0","15,0",2018-12-04
990055169970205516,Theoretical microfluidics,"1,0","16,0",2021-05-07
990055169970205516,Theoretical microfluidics,"1,0","16,0",2021-05-10
990055169970205516,Theoretical microfluidics,"1,0","13,0",2021-06-07
990055214670205516,Fundamentals of microelectronics,"1,0","15,0",2018-02-21
990055214670205516,Fundamentals of microelectronics,"1,0","18,0",2021-06-05
990055308150205516,Galactic dynamics,"1,0","0,0",2010-01-26
990055308150205516,Galactic dynamics,"1,0","29,0",2022-01-19
990055308150205516,Galactic dynamics,"1,0","26,0",2022-02-21
990055339340205516,Transmission electron microscopy a textbook for materials science,"2,0","0,0",2009-09-10
990055339340205516,Transmission electron microscopy a textbook for materials science,"1,0","1,0",2010-01-22
990055339340205516,Transmission electron microscopy a textbook for materials science,"1,0","15,0",2018-01-29
990055339340205516,Transmission electron microscopy a textbook for materials science,"1,0","19,0",2018-03-07
990055339340205516,Transmission electron microscopy a textbook for materials science,"1,0","43,0",2018-12-03
990055339340205516,Transmission electron microscopy a textbook for materials science,"1,0","31,0",2018-12-21
990055339340205516,Transmission electron microscopy a textbook for materials science,"1,0","34,0",2019-04-02
990055339340205516,Transmission electron microscopy a textbook for materials science,"1,0","31,0",2019-12-16
990055339340205516,Transmission electron microscopy a textbook for materials science,"2,0","31,0",2020-01-09
990055339340205516,Transmission electron microscopy a textbook for materials science,"1,0","49,0",2020-03-02
990055339340205516,Transmission electron microscopy a textbook for materials science,"1,0","29,0",2021-06-17
990055339340205516,Transmission electron microscopy a textbook for materials science,"3,0","66,0",2022-01-24
990055339340205516,Transmission electron microscopy a textbook for materials science,"4,0","117,0",2022-02-11
990055340350205516,Principes d'électronique cours et exercices corrigés,"1,0","19,0",2017-03-16
990055340350205516,Principes d'électronique cours et exercices corrigés,"1,0","15,0",2017-10-05
990055340350205516,Principes d'électronique cours et exercices corrigés,"1,0","13,0",2017-10-13
990055340350205516,Principes d'électronique cours et exercices corrigés,"1,0","21,0",2018-12-28
990055340350205516,Principes d'électronique cours et exercices corrigés,"1,0","16,0",2019-03-05
990055340350205516,Principes d'électronique cours et exercices corrigés,"1,0","15,0",2020-10-06
990055340350205516,Principes d'électronique cours et exercices corrigés,"1,0","15,0",2021-01-11
990055340350205516,Principes d'électronique cours et exercices corrigés,"1,0","23,0",2021-07-17
990055340350205516,Principes d'électronique cours et exercices corrigés,"1,0","20,0",2022-01-14
990055340350205516,Principes d'électronique cours et exercices corrigés,"1,0","0,0",2022-03-09
990055379560205516,Traitement de la parole: partie 1 destiné aux étudiants de 4ème année de la section de génie électrique et électronique,"1,0","0,0",
990055470920205516,Physics of atoms and molecules,"1,0","0,0",2008-05-05
990055470920205516,Physics of atoms and molecules,"1,0","34,0",2018-08-21
990055470920205516,Physics of atoms and molecules,"1,0","21,0",2021-01-15
990055471980205516,Hydrology an introduction,"3,0","17,0",2012-11-15
990055471980205516,Hydrology an introduction,"1,0","18,0",2015-01-26
990055471980205516,Hydrology an introduction,"1,0","30,0",2016-02-16
990055479750205516,RF circuit design theory and applications,"1,0","0,0",2008-12-15
990055479750205516,RF circuit design theory and applications,"1,0","17,0",2018-05-28
990055570430205516,Physics for scientists and engineers with modern physics,"0,0","6,0",2016-11-16
990055570430205516,Physics for scientists and engineers with modern physics,"0,0","45,0",2017-01-23
990055570430205516,Physics for scientists and engineers with modern physics,"0,0","47,0",2019-01-22
990055570430205516,Physics for scientists and engineers with modern physics,"0,0","49,0",2019-01-28
990055571320205516,Physics for scientists & engineers with modern physics,"1,0","56,0",2018-11-20
990055571320205516,Physics for scientists & engineers with modern physics,"1,0","54,0",2021-02-22
990055571320205516,Physics for scientists & engineers with modern physics,"1,0","8,0",2021-09-21
990055571320205516,Physics for scientists & engineers with modern physics,"1,0","10,0",2022-01-05
990055571320205516,Physics for scientists & engineers with modern physics,"1,0","5,0",2022-01-08
990055571320205516,Physics for scientists & engineers with modern physics,"2,0","150,0",2022-01-11
990055571600205516,Biochimie,"1,0","14,0",2014-06-27
990055585100205516,Mécanique des milieux continus,"1,0","0,0",2008-06-02
990055585100205516,Mécanique des milieux continus,"1,0","9,0",2017-11-24
